Text_clean,Idioma_Tecnica,Texto_Original,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsReligiousHate
majorité des gens Ferguson afro-américain élu élu le chef de la police du conseil municipal afro-américain.,fr_translation,majority people ferguson african american elect official african american mayor city council police chief elect official people community step fill role,0,False,False,False,False,False,False,False,False,False
Mehrheit Menschen Ferguson Afroamerikaner Auswahl offizieller afroamerikanischer Bürgermeister der Stadtratspolizistin Wahlbeamter Beamter Volksgemeinde Gemeinschaft Schritt Füllrolle,de_translation,majority people ferguson african american elect official african american mayor city council police chief elect official people community step fill role,0,False,False,False,False,False,False,False,False,False
favorite test tube video far,en_original,favorite test tube video far,0,False,False,False,False,False,False,False,False,False
Video favorito de los tubos de ensayo lejos,es_translation,favorite test tube video far,0,False,False,False,False,False,False,False,False,False
vidéo de tube à essai préféré loin,fr_translation,favorite test tube video far,0,False,False,False,False,False,False,False,False,False
Lieblings -Testrohrvideo weit,de_translation,favorite test tube video far,0,False,False,False,False,False,False,False,False,False
hear billionaire fund organise riot fucken suck joke,en_original,hear billionaire fund organise riot fucken suck joke,1,True,False,False,True,False,False,False,False,False
escuchar el fondo multimillonario organizar riot joder chiste chupa,es_translation,hear billionaire fund organise riot fucken suck joke,1,True,False,False,True,False,False,False,False,False
Écoutez le fonds milliardaire organiser une blague Riot Fucken Suck,fr_translation,hear billionaire fund organise riot fucken suck joke,1,True,False,False,True,False,False,False,False,False
Hören Sie den Milliardärsfond,de_translation,hear billionaire fund organise riot fucken suck joke,1,True,False,False,True,False,False,False,False,False
slow tell speed scully talk quickly great video great information little fast,en_original,slow tell speed scully talk quickly great video great information little fast,0,False,False,False,False,False,False,False,False,False
lento contar velocidad scully hablar rápidamente gran video gran información poco rápido,es_translation,slow tell speed scully talk quickly great video great information little fast,0,False,False,False,False,False,False,False,False,False
Slow Tell Speed ​​Scully parler rapidement super vidéo excellente information peu rapide,fr_translation,slow tell speed scully talk quickly great video great information little fast,0,False,False,False,False,False,False,False,False,False
Slow Tell Speed ​​Scully Talk schnell tolles Video tolle Informationen kleiner schnell schnell,de_translation,slow tell speed scully talk quickly great video great information little fast,0,False,False,False,False,False,False,False,False,False
agree police action kill boy mean protest loot destroy neighbourhood stupid make people want support struggle,en_original,agree police action kill boy mean protest loot destroy neighbourhood stupid make people want support struggle,0,False,False,False,False,False,False,False,False,False
"De acuerdo, la acción de la policía mata al niño malvado botín de protesta destruir el vecindario estúpido haz que la gente quiera la lucha de apoyo",es_translation,agree police action kill boy mean protest loot destroy neighbourhood stupid make people want support struggle,0,False,False,False,False,False,False,False,False,False
Convention de la police Action Kill Boy Moyenne de protestation Loot Détruiser le quartier Stupide Faire des gens à vouloir du soutien à la lutte,fr_translation,agree police action kill boy mean protest loot destroy neighbourhood stupid make people want support struggle,0,False,False,False,False,False,False,False,False,False
Stimmen Sie der Polizei zu. Aktion Kill Boy meine Protest Beute zerstören die Nachbarschaft dumme Menschen wollen Unterstützung für Unterstützungskämpfe,de_translation,agree police action kill boy mean protest loot destroy neighbourhood stupid make people want support struggle,0,False,False,False,False,False,False,False,False,False
fucking savage protest sumthe real like government rob sendin kid elegal war laugh stock america congrat,en_original,fucking savage protest sumthe real like government rob sendin kid elegal war laugh stock america congrat,1,True,False,False,False,False,False,False,False,False
Jodidamente salvaje Sume de protesta de la verdad como el gobierno Rob Sendin Kid Elegal War Laugh Stock America Felicidad,es_translation,fucking savage protest sumthe real like government rob sendin kid elegal war laugh stock america congrat,1,True,False,False,False,False,False,False,False,False
Putain de protestation sauvage Sumhe réel comme le gouvernement Rob Sendin Kid Elegal War Laugh Stock America Félicitations,fr_translation,fucking savage protest sumthe real like government rob sendin kid elegal war laugh stock america congrat,1,True,False,False,False,False,False,False,False,False
verdammter wilder Protestsum der Realität wie der Regierung Rob Sendin Kid Elegal War Laugh Stock Amerika Herzlichen Glückwunsch,de_translation,fucking savage protest sumthe real like government rob sendin kid elegal war laugh stock america congrat,1,True,False,False,False,False,False,False,False,False
come read racist comment lol,en_original,come read racist comment lol,0,False,False,False,False,False,False,False,False,False
Ven a leer comentario racista lol,es_translation,come read racist comment lol,0,False,False,False,False,False,False,False,False,False
Venez lire le commentaire raciste lol,fr_translation,come read racist comment lol,0,False,False,False,False,False,False,False,False,False
Komm und lies rassistische Kommentar lol,de_translation,come read racist comment lol,0,False,False,False,False,False,False,False,False,False
sure people protest actually protest believe people take advantage sad situation cause chaos damage hurt community,en_original,sure people protest actually protest believe people take advantage sad situation cause chaos damage hurt community,0,False,False,False,False,False,False,False,False,False
Seguro que las personas protestan en realidad protesta cree que las personas aprovechan la situación triste porque el caos daño daño a la comunidad,es_translation,sure people protest actually protest believe people take advantage sad situation cause chaos damage hurt community,0,False,False,False,False,False,False,False,False,False
"Bien sûr, les gens protestent en fait à protester croient que les gens profitent de la situation triste, causant aux dommages causés par le chaos.",fr_translation,sure people protest actually protest believe people take advantage sad situation cause chaos damage hurt community,0,False,False,False,False,False,False,False,False,False
"Sicher, Menschen protestieren tatsächlich Protest glauben, dass Menschen eine traurige Situation nutzen, was Chaos Schaden verursacht, die die Gemeinschaft verletzen, die Gemeinschaft verletzen",de_translation,sure people protest actually protest believe people take advantage sad situation cause chaos damage hurt community,0,False,False,False,False,False,False,False,False,False
need come togather,en_original,need come togather,0,False,False,False,False,False,False,False,False,False
Necesito venir,es_translation,need come togather,0,False,False,False,False,False,False,False,False,False
Besoin de venir ensemble,fr_translation,need come togather,0,False,False,False,False,False,False,False,False,False
brauchst Togather,de_translation,need come togather,0,False,False,False,False,False,False,False,False,False
peacefully protest burn car lol,en_original,peacefully protest burn car lol,0,False,False,False,False,False,False,False,False,False
protesta pacíficamente Burn coche lol,es_translation,peacefully protest burn car lol,0,False,False,False,False,False,False,False,False,False
protester paisiblement la voiture de brûlure lol,fr_translation,peacefully protest burn car lol,0,False,False,False,False,False,False,False,False,False
Friedlich protestieren brennern lol lol,de_translation,peacefully protest burn car lol,0,False,False,False,False,False,False,False,False,False
section lady gentleman black people misbehave wonder happen riot court decision way,en_original,section lady gentleman black people misbehave wonder happen riot court decision way,1,False,False,False,False,True,True,False,False,False
Sección Lady Gentleman Black People Madhave Wonder.,es_translation,section lady gentleman black people misbehave wonder happen riot court decision way,1,False,False,False,False,True,True,False,False,False
Section Lady Gentleman Black People se comporter mal se produire,fr_translation,section lady gentleman black people misbehave wonder happen riot court decision way,1,False,False,False,False,True,True,False,False,False
"Sektion Lady Gentleman Schwarze Menschen haben sich schlecht verhalten, wie er auf Riot Court Entscheidung passt",de_translation,section lady gentleman black people misbehave wonder happen riot court decision way,1,False,False,False,False,True,True,False,False,False
dirtbag include cnn,en_original,dirtbag include cnn,1,True,False,False,False,False,False,False,False,False
Dirtbag incluye CNN,es_translation,dirtbag include cnn,1,True,False,False,False,False,False,False,False,False
Dirtbag inclut CNN,fr_translation,dirtbag include cnn,1,True,False,False,False,False,False,False,False,False
Dirtbag gehört CNN,de_translation,dirtbag include cnn,1,True,False,False,False,False,False,False,False,False
protester throw stuff reporter,en_original,protester throw stuff reporter,0,False,False,False,False,False,False,False,False,False
Reportero del manifestante.,es_translation,protester throw stuff reporter,0,False,False,False,False,False,False,False,False,False
Proteter Throw Stump Reporter,fr_translation,protester throw stuff reporter,0,False,False,False,False,False,False,False,False,False
Demonstrant Wurf -Stuff Reporter,de_translation,protester throw stuff reporter,0,False,False,False,False,False,False,False,False,False
guy get hard,en_original,guy get hard,0,False,False,False,False,False,False,False,False,False
chico se pone duro,es_translation,guy get hard,0,False,False,False,False,False,False,False,False,False
Guy devient dur,fr_translation,guy get hard,0,False,False,False,False,False,False,False,False,False
Kerl wird hart,de_translation,guy get hard,0,False,False,False,False,False,False,False,False,False
watch keep mutter shoot shoot pull trigger rubber bullet hurt like mfer,en_original,watch keep mutter shoot shoot pull trigger rubber bullet hurt like mfer,1,True,False,True,False,False,False,False,False,False
Mira Keep Mutter Shoot Shoot Pull gatista Bullet de goma duele como Mfer,es_translation,watch keep mutter shoot shoot pull trigger rubber bullet hurt like mfer,1,True,False,True,False,False,False,False,False,False
Regardez Keep Mutter Shoot Shoot Pull Trigger Rubber Bullet Hurt Like Mfer,fr_translation,watch keep mutter shoot shoot pull trigger rubber bullet hurt like mfer,1,True,False,True,False,False,False,False,False,False
Uhr Keep Mutter Shoot Shooting Pull Trigger Gummi -Kugel verletzt wie Mer,de_translation,watch keep mutter shoot shoot pull trigger rubber bullet hurt like mfer,1,True,False,True,False,False,False,False,False,False
send france,en_original,send france,0,False,False,False,False,False,False,False,False,False
Enviar a Francia,es_translation,send france,0,False,False,False,False,False,False,False,False,False
Envoyer la France,fr_translation,send france,0,False,False,False,False,False,False,False,False,False
Sende Frankreich,de_translation,send france,0,False,False,False,False,False,False,False,False,False
fun fact live ammo gun rubber slug,en_original,fun fact live ammo gun rubber slug,0,False,False,False,False,False,False,False,False,False
Dato divertido en vivo de munición de munición de goma de goma,es_translation,fun fact live ammo gun rubber slug,0,False,False,False,False,False,False,False,False,False
Fait amusant live Mamo Gun Rubber Slug,fr_translation,fun fact live ammo gun rubber slug,0,False,False,False,False,False,False,False,False,False
lustige Fakten Live Munitionswaffen -Gummi Schnecke,de_translation,fun fact live ammo gun rubber slug,0,False,False,False,False,False,False,False,False,False
fucking brain dead let nazi police scum bag,en_original,fucking brain dead let nazi police scum bag,1,True,False,True,False,False,False,False,False,False
Jodidamente muerto cerebral deja la bolsa de escoria de la policía nazi,es_translation,fucking brain dead let nazi police scum bag,1,True,False,True,False,False,False,False,False,False
putain de cerveau mort de laisser la police nazie Sac en écume,fr_translation,fucking brain dead let nazi police scum bag,1,True,False,True,False,False,False,False,False,False
verdammte Gehirn tot lassen,de_translation,fucking brain dead let nazi police scum bag,1,True,False,True,False,False,False,False,False,False
dis furgusun unitid stateth murka retard start violent protest try pawn police state lie cop arrive,en_original,dis furgusun unitid stateth murka retard start violent protest try pawn police state lie cop arrive,1,True,False,True,False,False,False,False,False,False
Dis Furgusun Unitid Stateth Murka Retard Start Protest Violent Prot Ty Paid Police State Lie Cop Llegada,es_translation,dis furgusun unitid stateth murka retard start violent protest try pawn police state lie cop arrive,1,True,False,True,False,False,False,False,False,False
Dis furgusun unitide stateth Murka retard commencer violente protestage essayez le pion policier de l'État de mensonge flic arrive,fr_translation,dis furgusun unitid stateth murka retard start violent protest try pawn police state lie cop arrive,1,True,False,True,False,False,False,False,False,False
Id Furgusun UnitId Stateth Murka Retard Start gewalttätiger Protest Versuchen,de_translation,dis furgusun unitid stateth murka retard start violent protest try pawn police state lie cop arrive,1,True,False,True,False,False,False,False,False,False
god bless police,en_original,god bless police,0,False,False,False,False,False,False,False,False,False
Dios bendiga a la policía,es_translation,god bless police,0,False,False,False,False,False,False,False,False,False
Dieu bénisse la police,fr_translation,god bless police,0,False,False,False,False,False,False,False,False,False
Gott segne die Polizei,de_translation,god bless police,0,False,False,False,False,False,False,False,False,False
usa land free baby hahahaha people live usa thankful everyday bad country earth,en_original,usa land free baby hahahaha people live usa thankful everyday bad country earth,1,False,False,False,False,True,True,True,False,False
USA Land Free Baby Jajhaha People Live USA Agradecido todos los días Bad Country Earth,es_translation,usa land free baby hahahaha people live usa thankful everyday bad country earth,1,False,False,False,False,True,True,True,False,False
USA Land Free Baby Hahahaha People Live USA reconnaissant de tous les jours Bad Country Earth,fr_translation,usa land free baby hahahaha people live usa thankful everyday bad country earth,1,False,False,False,False,True,True,True,False,False
USA Land kostenlos Baby Hahahaha Menschen leben USA dankbar alltäglich schlechtes Land Erde,de_translation,usa land free baby hahahaha people live usa thankful everyday bad country earth,1,False,False,False,False,True,True,True,False,False
virginia,en_original,virginia,0,False,False,False,False,False,False,False,False,False
wow need shit straight weapon point vid ready position riot understandable course action know,en_original,wow need shit straight weapon point vid ready position riot understandable course action know,0,False,False,False,False,False,False,False,False,False
wow necesito mierda de punto de arma recta vid posición lista antidisturbios,es_translation,wow need shit straight weapon point vid ready position riot understandable course action know,0,False,False,False,False,False,False,False,False,False
wow a besoin de merde à arme droite vid position prête émeute,fr_translation,wow need shit straight weapon point vid ready position riot understandable course action know,0,False,False,False,False,False,False,False,False,False
wow brauchst Scheiße Straight Weapon Point Vid Ready Position Aufstand verständlicher Kursaktion wissen wissen,de_translation,wow need shit straight weapon point vid ready position riot understandable course action know,0,False,False,False,False,False,False,False,False,False
dumber people earth american,en_original,dumber people earth american,1,False,False,False,False,True,True,True,False,False
People de más tonta Earth American,es_translation,dumber people earth american,1,False,False,False,False,True,True,True,False,False
dümmer Menschen Erde amerikanisch,de_translation,dumber people earth american,1,False,False,False,False,True,True,True,False,False
screw price crap think cool disrespect american flag,en_original,screw price crap think cool disrespect american flag,1,True,False,False,False,False,False,False,False,False
Mierda de precio del tornillo Piense en una falta de respeto a la bandera estadounidense,es_translation,screw price crap think cool disrespect american flag,1,True,False,False,False,False,False,False,False,False
Prix ​​de vis CRAP Think Cabinet Cool American Flag,fr_translation,screw price crap think cool disrespect american flag,1,True,False,False,False,False,False,False,False,False
Schraubenpreis Mist denken Sie cool Respektlosigkeit amerikanischer Flagge,de_translation,screw price crap think cool disrespect american flag,1,True,False,False,False,False,False,False,False,False
shoot ask question later hahahahahaha,en_original,shoot ask question later hahahahahaha,1,True,False,True,False,False,False,False,False,False
Dispara a hacer preguntas más tarde jajajajaja,es_translation,shoot ask question later hahahahahaha,1,True,False,True,False,False,False,False,False,False
tournez la question posée plus tard hahahahahaha,fr_translation,shoot ask question later hahahahahaha,1,True,False,True,False,False,False,False,False,False
Schießen Sie Fragen später hahahahahaha,de_translation,shoot ask question later hahahahahaha,1,True,False,True,False,False,False,False,False,False
police army,en_original,police army,0,False,False,False,False,False,False,False,False,False
ejército de la policía,es_translation,police army,0,False,False,False,False,False,False,False,False,False
armée de police,fr_translation,police army,0,False,False,False,False,False,False,False,False,False
shoot,en_original,shoot,1,True,False,True,False,False,False,False,False,False
true dictatorship let wait check coutrie start sanction government guess country usa corrupted country world russia china,en_original,true dictatorship let wait check coutrie start sanction government guess country usa corrupted country world russia china,1,True,False,True,False,False,False,False,False,False
verdadera dictadura Let Wait Check Coatrie Inicie Sanción Gobierno Supongo país USA Corrupto país Mundo Rusia China,es_translation,true dictatorship let wait check coutrie start sanction government guess country usa corrupted country world russia china,1,True,False,True,False,False,False,False,False,False
La vraie dictature Laissez-vous vérifier Coutrie Start Sanction Gouvernement Guess Country USA Corrupted Country World Russia China,fr_translation,true dictatorship let wait check coutrie start sanction government guess country usa corrupted country world russia china,1,True,False,True,False,False,False,False,False,False
True Diktatur Wait Check Coutrie Start Sanktion Regierung Vermutung Land USA Korrupte Landwelt Russland China,de_translation,true dictatorship let wait check coutrie start sanction government guess country usa corrupted country world russia china,1,True,False,True,False,False,False,False,False,False
point think cop point gun know tell provoke,en_original,point think cop point gun know tell provoke,0,False,False,False,False,False,False,False,False,False
Point PIENSO COP Point Gun Know Tell Provoke,es_translation,point think cop point gun know tell provoke,0,False,False,False,False,False,False,False,False,False
Point Think Cop Point Gun Know Tell Provok,fr_translation,point think cop point gun know tell provoke,0,False,False,False,False,False,False,False,False,False
techno party,en_original,techno party,0,False,False,False,False,False,False,False,False,False
soirée techno,fr_translation,techno party,0,False,False,False,False,False,False,False,False,False
Techno -Party,de_translation,techno party,0,False,False,False,False,False,False,False,False,False
awesome job law enforcement send disrupt tear islamic extremist radical america thank,en_original,awesome job law enforcement send disrupt tear islamic extremist radical america thank,1,False,False,False,False,True,False,False,False,True
Impresionante trabajo de la ley de trabajo Enviar interrupción de la lágrima extremista islámico radical américa gracias,es_translation,awesome job law enforcement send disrupt tear islamic extremist radical america thank,1,False,False,False,False,True,False,False,False,True
Awesome Job Enforcement Envoyez-le DIRRRRRY EARRUM ISLAMIM Extrémiste Radical America merci,fr_translation,awesome job law enforcement send disrupt tear islamic extremist radical america thank,1,False,False,False,False,True,False,False,False,True
großartige Arbeit Strafverfolgung Senden störende Tränen islamisch extremist radikales Amerika Danke,de_translation,awesome job law enforcement send disrupt tear islamic extremist radical america thank,1,False,False,False,False,True,False,False,False,True
bad weapon discharge,en_original,bad weapon discharge,1,True,False,True,False,False,False,False,False,False
Descarga de arma mala,es_translation,bad weapon discharge,1,True,False,True,False,False,False,False,False,False
Mauvaise décharge d'armes,fr_translation,bad weapon discharge,1,True,False,True,False,False,False,False,False,False
Schlechte Waffenentladung,de_translation,bad weapon discharge,1,True,False,True,False,False,False,False,False,False
obama hos face city support sad,en_original,obama hos face city support sad,0,False,False,False,False,False,False,False,False,False
Obama Hos Tace City unterstützt traurig,de_translation,obama hos face city support sad,0,False,False,False,False,False,False,False,False,False
wait riot people stand boredly sidewalk guy gun middle traffic,en_original,wait riot people stand boredly sidewalk guy gun middle traffic,0,False,False,False,False,False,False,False,False,False
esperar a los antidisturbios de la gente de pie aburrida de la acera de la acera del tráfico intermedio,es_translation,wait riot people stand boredly sidewalk guy gun middle traffic,0,False,False,False,False,False,False,False,False,False
"attendre des émeutes, les gens sont ennuyés",fr_translation,wait riot people stand boredly sidewalk guy gun middle traffic,0,False,False,False,False,False,False,False,False,False
Warte Aufruhrleute stehen leichter Bürgersteig Guy Gun Middle -Verkehr,de_translation,wait riot people stand boredly sidewalk guy gun middle traffic,0,False,False,False,False,False,False,False,False,False
police clean mess quick nice,en_original,police clean mess quick nice,1,True,False,True,False,False,False,False,False,False
Police limpia lío rápido,es_translation,police clean mess quick nice,1,True,False,True,False,False,False,False,False,False
Police propre Message rapide Nice,fr_translation,police clean mess quick nice,1,True,False,True,False,False,False,False,False,False
Polizei sauber Chaos schnell schön,de_translation,police clean mess quick nice,1,True,False,True,False,False,False,False,False,False
find satisfying reason,en_original,find satisfying reason,1,True,False,True,False,False,False,False,False,False
Encuentra una razón satisfactoria,es_translation,find satisfying reason,1,True,False,True,False,False,False,False,False,False
trouver une raison satisfaisante,fr_translation,find satisfying reason,1,True,False,True,False,False,False,False,False,False
Befriedigende Grund finden,de_translation,find satisfying reason,1,True,False,True,False,False,False,False,False,False
confederation ill,en_original,confederation ill,0,False,False,False,False,False,False,False,False,False
Confederación enfermo,es_translation,confederation ill,0,False,False,False,False,False,False,False,False,False
Confédération malade,fr_translation,confederation ill,0,False,False,False,False,False,False,False,False,False
Konföderation krank,de_translation,confederation ill,0,False,False,False,False,False,False,False,False,False
gun use rubber bullet stupid russian news channel,en_original,gun use rubber bullet stupid russian news channel,1,True,False,False,False,False,False,False,False,False
Gun Use bala de goma estúpido canal de noticias ruso,es_translation,gun use rubber bullet stupid russian news channel,1,True,False,False,False,False,False,False,False,False
pistolet utilise la balle en caoutchouc stupide canal de nouvelles russes,fr_translation,gun use rubber bullet stupid russian news channel,1,True,False,False,False,False,False,False,False,False
Waffe benutzen Gummi -Kugel Dummes russischer Nachrichtensender,de_translation,gun use rubber bullet stupid russian news channel,1,True,False,False,False,False,False,False,False,False
perfect police,en_original,perfect police,0,False,False,False,False,False,False,False,False,False
policía perfecta,es_translation,perfect police,0,False,False,False,False,False,False,False,False,False
Police parfaite,fr_translation,perfect police,0,False,False,False,False,False,False,False,False,False
Perfekte Polizei,de_translation,perfect police,0,False,False,False,False,False,False,False,False,False
protester suck,en_original,protester suck,1,True,False,False,True,False,False,False,False,False
El manifestante chupa,es_translation,protester suck,1,True,False,False,True,False,False,False,False,False
Le manifestant sucer,fr_translation,protester suck,1,True,False,False,True,False,False,False,False,False
Demonstrant saugen,de_translation,protester suck,1,True,False,False,True,False,False,False,False,False
rocket launcher care lightly armored vehicle lol,en_original,rocket launcher care lightly armored vehicle lol,1,True,False,True,False,False,False,False,False,False
Rocket Launcher Care Vehículo ligeramente blindado lol,es_translation,rocket launcher care lightly armored vehicle lol,1,True,False,True,False,False,False,False,False,False
Raketenwerferpflege leicht gepanzertes Fahrzeug lol,de_translation,rocket launcher care lightly armored vehicle lol,1,True,False,True,False,False,False,False,False,False
bad riot shotgun load live round,en_original,bad riot shotgun load live round,1,True,False,True,False,False,False,False,False,False
Bad Riot Shotgun Carga en vivo Ronda,es_translation,bad riot shotgun load live round,1,True,False,True,False,False,False,False,False,False
Bad Riot Shotgun charge en direct,fr_translation,bad riot shotgun load live round,1,True,False,True,False,False,False,False,False,False
Schlechte Aufruhr Schrotflinte Ladung live runde,de_translation,bad riot shotgun load live round,1,True,False,True,False,False,False,False,False,False
time test police gun fire fire,en_original,time test police gun fire fire,1,True,False,True,False,False,False,False,False,False
Tiempo de prueba de incendio de fuego de la policía,es_translation,time test police gun fire fire,1,True,False,True,False,False,False,False,False,False
Test du temps Police Fire des armes à feu,fr_translation,time test police gun fire fire,1,True,False,True,False,False,False,False,False,False
buy shoot usa copa,en_original,buy shoot usa copa,1,True,True,False,False,False,False,False,False,False
Comprar Shoot USA COPA,es_translation,buy shoot usa copa,1,True,True,False,False,False,False,False,False,False
acheter shoot usa copa,fr_translation,buy shoot usa copa,1,True,True,False,False,False,False,False,False,False
Shooting USA Copa kaufen,de_translation,buy shoot usa copa,1,True,True,False,False,False,False,False,False,False
beautiful,en_original,beautiful,1,True,False,True,False,False,False,False,False,False
kill protester,en_original,kill protester,1,True,True,False,False,False,False,False,False,False
matar al manifestante,es_translation,kill protester,1,True,True,False,False,False,False,False,False,False
tuer le manifestant,fr_translation,kill protester,1,True,True,False,False,False,False,False,False,False
Protestierende töten,de_translation,kill protester,1,True,True,False,False,False,False,False,False,False
think guy profiting standoff care,en_original,think guy profiting standoff care,0,False,False,False,False,False,False,False,False,False
Piense en el tipo que se beneficia de la atención de enfrentamiento,es_translation,think guy profiting standoff care,0,False,False,False,False,False,False,False,False,False
Pensez à Guy Profitary Standoff Care,fr_translation,think guy profiting standoff care,0,False,False,False,False,False,False,False,False,False
"Denken Sie, Kerl profitieren Standoff -Pflege",de_translation,think guy profiting standoff care,0,False,False,False,False,False,False,False,False,False
blue life let matter send blm commie street,en_original,blue life let matter send blm commie street,1,False,False,False,False,True,True,False,False,False
Blue Life Let Matter Enviar BLM Commie Street,es_translation,blue life let matter send blm commie street,1,False,False,False,False,True,True,False,False,False
Blue Life Let Matter Envoyer BLM Commie Street,fr_translation,blue life let matter send blm commie street,1,False,False,False,False,True,True,False,False,False
Blaues Leben lassen Materie BLM Commie Street schicken,de_translation,blue life let matter send blm commie street,1,False,False,False,False,True,True,False,False,False
cop protester steal destroy thing solve shit,en_original,cop protester steal destroy thing solve shit,1,True,False,False,True,False,False,False,False,False
COP COTRADOR RECURSO DESTRUCHO SOLVO MIERDA,es_translation,cop protester steal destroy thing solve shit,1,True,False,False,True,False,False,False,False,False
flic manifeste de détruire résoudre la merde,fr_translation,cop protester steal destroy thing solve shit,1,True,False,False,True,False,False,False,False,False
Cop -Demonstrant Steal Distal Ding Lösung Scheiße,de_translation,cop protester steal destroy thing solve shit,1,True,False,False,True,False,False,False,False,False
impose gunlaw fact machine gun people police car body protection like tank want,en_original,impose gunlaw fact machine gun people police car body protection like tank want,0,False,False,False,False,False,False,False,False,False
imponer gunlaw hecho ametralladoras personas Police Police Car Body Protection como el tanque quiere,es_translation,impose gunlaw fact machine gun people police car body protection like tank want,0,False,False,False,False,False,False,False,False,False
Impose Gunlaw Fact Machine Gun People Police Protection de carros,fr_translation,impose gunlaw fact machine gun people police car body protection like tank want,0,False,False,False,False,False,False,False,False,False
shit serve medium concoct story white cop kill innocent black teenager bullshit black community arm burn shit story useless talk head camera week black white crime report news national attention federal involvement wtf black man need stand father stop look excuse fuck,en_original,shit serve medium concoct story white cop kill innocent black teenager bullshit black community arm burn shit story useless talk head camera week black white crime report news national attention federal involvement wtf black man need stand father stop look excuse fuck,1,True,False,False,True,True,True,False,False,False
mierda servir la historia de concoct medio de la historia blanca matar inocente adolescente negra mierda de mierda negra brazo ardio de mierda de mierda historia inútil charla camarona Semana del crimen blanco Blanco Noticias Atención nacional Involucración federal wtf Black Man necesita,es_translation,shit serve medium concoct story white cop kill innocent black teenager bullshit black community arm burn shit story useless talk head camera week black white crime report news national attention federal involvement wtf black man need stand father stop look excuse fuck,1,True,False,False,True,True,True,False,False,False
merde serve médium concoct histoire blanche flic tuer innocent innocent adolescent noir bullshit noir communautaire bras brûler histoire de merde inutile talk caméra semaine white blanc report,fr_translation,shit serve medium concoct story white cop kill innocent black teenager bullshit black community arm burn shit story useless talk head camera week black white crime report news national attention federal involvement wtf black man need stand father stop look excuse fuck,1,True,False,False,True,True,True,False,False,False
Scheiße serviert mittelgroße stocke Geschichte weißer Polizist Kill unschuldiger schwarzer Teenager Bullshit Schwarze Community Arm Burn Shit Story Nutzlose Talk Head Kamera Woche Schwarz weiß Kriminelle Nachrichten Nationale Aufmerksamkeit Federal Beteiligung,de_translation,shit serve medium concoct story white cop kill innocent black teenager bullshit black community arm burn shit story useless talk head camera week black white crime report news national attention federal involvement wtf black man need stand father stop look excuse fuck,1,True,False,False,True,True,True,False,False,False
video actually happen simply try smear young man image want rapper steal cigar video deserve death sentence release new video officer wilson show injury show officer wilson truthful incident need wait detail post bias video go post video sure accurate mention friend criminal state brown give black white witness incident state hand surrender wilson shoot,en_original,video actually happen simply try smear young man image want rapper steal cigar video deserve death sentence release new video officer wilson show injury show officer wilson truthful incident need wait detail post bias video go post video sure accurate mention friend criminal state brown give black white witness incident state hand surrender wilson shoot,0,False,False,False,False,False,False,False,False,False
Video en realidad Sucedido Simplemente intente frotar jóvenes Imagen QUIERO RAPER RAPER RAPER CIRO Video merece Muerte Sentencia Sentencia Oficial de videos Wilson Show Show Show Wilson Incidente sincero de Wilson Necesidad de espera ¡Detalle Post Post Vídeo Vídeo Vídeo Post Video Seguro Mención precisa Amigo Criminal Brown Den Black Black Incidente Estado Sumerender Hand Shoot,es_translation,video actually happen simply try smear young man image want rapper steal cigar video deserve death sentence release new video officer wilson show injury show officer wilson truthful incident need wait detail post bias video go post video sure accurate mention friend criminal state brown give black white witness incident state hand surrender wilson shoot,0,False,False,False,False,False,False,False,False,False
La vidéo arrive en fait simplement essayez la diffamation de jeune homme Image Want Rapper Vérification de cigares Mérite de la peine Death Libération du nouveau officier de vidéo Wilson Show Show Show Officier Wilson Incident véridique Aide Besoin d'attente Détail Poste Bias Vidéo GO POST VIDÉO,fr_translation,video actually happen simply try smear young man image want rapper steal cigar video deserve death sentence release new video officer wilson show injury show officer wilson truthful incident need wait detail post bias video go post video sure accurate mention friend criminal state brown give black white witness incident state hand surrender wilson shoot,0,False,False,False,False,False,False,False,False,False
funny thing government trust judge fuck disgusting,en_original,funny thing government trust judge fuck disgusting,1,True,False,True,False,False,False,False,False,False
algo curioso de la confianza del gobierno juez joder asqueroso,es_translation,funny thing government trust judge fuck disgusting,1,True,False,True,False,False,False,False,False,False
chose drôle juge de confiance du gouvernement baise dégoûtante,fr_translation,funny thing government trust judge fuck disgusting,1,True,False,True,False,False,False,False,False,False
Lustige Sache Regierungsvertrauen Richter Fick Ekelhaft,de_translation,funny thing government trust judge fuck disgusting,1,True,False,True,False,False,False,False,False,False
relevance marijuana autopsy show entry wound spread body close range spread tight hit region likely chest area long range spread disperse report wound underside arm expose arm raise gesture peace hand away body pose plus powder burn body far away,en_original,relevance marijuana autopsy show entry wound spread body close range spread tight hit region likely chest area long range spread disperse report wound underside arm expose arm raise gesture peace hand away body pose plus powder burn body far away,0,False,False,False,False,False,False,False,False,False
